subdir frame_num face_startX face_startY face_endX face_endY face_height face_width face_x_center face_y_center yaw pitch roll attention_label
HH0634-rgb_2016_12_25_21_0_0 1135 1005 280 1135 417 137 130 1070 348 -41 -29 52 0
HH0634-rgb_2016_12_25_21_0_0 1135 704 547 785 616 69 81 744 581 -5 -35 20 0
HH0634-rgb_2016_12_25_21_0_0 1140 957 284 1088 409 125 131 1022 346 -10 -1 10 2
HH0634-rgb_2016_12_25_21_0_0 1140 1227 335 1302 431 96 75 1264 383 -1 -8 47 0
HH0634-rgb_2016_12_25_21_0_0 1140 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1145 966 291 1055 402 111 89 1010 346 -7 -16 9 0
HH0634-rgb_2016_12_25_21_0_0 1145 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1145 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1150 1052 231 1124 341 110 72 1088 286 -2 -22 24 0
HH0634-rgb_2016_12_25_21_0_0 1150 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1160 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1165 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1170 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1175 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1180 1025 262 1137 390 128 112 1081 326 -9 -5 41 0
HH0634-rgb_2016_12_25_21_0_0 1180 784 573 847 621 48 63 815 597 -5 -27 19 0
HH0634-rgb_2016_12_25_21_0_0 1185 1040 250 1140 372 122 100 1090 311 -36 -16 68 0
HH0634-rgb_2016_12_25_21_0_0 1185 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1190 1046 217 1184 358 141 138 1115 287 -7 10 66 0
HH0634-rgb_2016_12_25_21_0_0 1190 1267 446 1349 535 89 82 1308 490 -6 -16 8 0
HH0634-rgb_2016_12_25_21_0_0 1190 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2016_12_25_21_0_0 1195 1069 216 1200 356 140 131 1134 286 -8 3 30 1
HH0634-rgb_2016_12_25_21_0_0 1195 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 150 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 635 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 640 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 680 1271 590 1427 813 223 156 1349 701 -4 -14 3 0
HH0634-rgb_2017_2_22_21_15_0 685 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 695 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 700 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 705 1339 643 1523 826 183 184 1431 734 -2 -3 -22 0
HH0634-rgb_2017_2_22_21_15_0 710 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 715 1168 665 1367 869 204 199 1267 767 19 -17 -12 0
HH0634-rgb_2017_2_22_21_15_0 785 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 790 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 795 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1635 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1640 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1645 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1705 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1710 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1715 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1735 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1740 1662 619 1720 683 64 58 1691 651 -1 -15 16 0
HH0634-rgb_2017_2_22_21_15_0 1745 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1750 1687 604 1773 691 87 86 1730 647 0 -38 21 0
HH0634-rgb_2017_2_22_21_15_0 1755 1659 595 1740 689 94 81 1699 642 3 -36 18 0
HH0634-rgb_2017_2_22_21_15_0 1760 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1765 1670 604 1758 693 89 88 1714 648 -2 -25 8 0
HH0634-rgb_2017_2_22_21_15_0 1770 1664 598 1755 684 86 91 1709 641 0 -29 4 0
HH0634-rgb_2017_2_22_21_15_0 1775 1660 603 1749 692 89 89 1704 647 -1 -33 9 0
HH0634-rgb_2017_2_22_21_15_0 1780 1666 583 1761 675 92 95 1713 629 2 -34 8 0
HH0634-rgb_2017_2_22_21_15_0 1785 1670 561 1759 655 94 89 1714 608 9 -53 2 0
HH0634-rgb_2017_2_22_21_15_0 1790 1715 559 1810 659 100 95 1762 609 3 -46 1 0
HH0634-rgb_2017_2_22_21_15_0 1795 1747 565 1838 658 93 91 1792 611 9 -46 5 0
HH0634-rgb_2017_2_22_21_15_0 1800 1674 568 1779 669 101 105 1726 618 3 -18 4 0
HH0634-rgb_2017_2_22_21_15_0 1805 1655 584 1748 680 96 93 1701 632 0 -45 4 0
HH0634-rgb_2017_2_22_21_15_0 1810 1642 584 1736 683 99 94 1689 633 1 -47 4 0
HH0634-rgb_2017_2_22_21_15_0 1815 1637 589 1728 678 89 91 1682 633 -1 -40 9 0
HH0634-rgb_2017_2_22_21_15_0 1820 1638 581 1729 680 99 91 1683 630 0 -44 5 0
HH0634-rgb_2017_2_22_21_15_0 1825 1637 583 1726 682 99 89 1681 632 2 -46 3 0
HH0634-rgb_2017_2_22_21_15_0 1830 1648 586 1743 679 93 95 1695 632 0 -38 6 0
HH0634-rgb_2017_2_22_21_15_0 1835 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1840 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1845 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1850 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1855 1646 597 1735 688 91 89 1690 642 -1 -36 10 0
HH0634-rgb_2017_2_22_21_15_0 1860 1635 591 1731 685 94 96 1683 638 -1 -35 7 0
HH0634-rgb_2017_2_22_21_15_0 1865 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1870 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1875 1637 596 1725 685 89 88 1681 640 0 -39 12 0
HH0634-rgb_2017_2_22_21_15_0 1880 1655 595 1751 693 98 96 1703 644 -3 -29 7 0
HH0634-rgb_2017_2_22_21_15_0 1885 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1890 1605 560 1703 664 104 98 1654 612 12 -37 19 0
HH0634-rgb_2017_2_22_21_15_0 1895 1561 556 1657 660 104 96 1609 608 3 -34 21 0
HH0634-rgb_2017_2_22_21_15_0 1900 1545 569 1633 667 98 88 1589 618 0 -38 16 0
HH0634-rgb_2017_2_22_21_15_0 1905 1586 550 1680 653 103 94 1633 601 -8 -49 -1 0
HH0634-rgb_2017_2_22_21_15_0 1910 1614 566 1701 659 93 87 1657 612 -2 -41 3 0
HH0634-rgb_2017_2_22_21_15_0 1915 1630 572 1717 663 91 87 1673 617 -2 -38 3 0
HH0634-rgb_2017_2_22_21_15_0 1920 1632 579 1721 671 92 89 1676 625 -4 -49 4 0
HH0634-rgb_2017_2_22_21_15_0 1925 1627 582 1715 670 88 88 1671 626 -3 -41 8 0
HH0634-rgb_2017_2_22_21_15_0 1930 1631 577 1717 668 91 86 1674 622 -3 -39 8 0
HH0634-rgb_2017_2_22_21_15_0 1935 1621 572 1712 664 92 91 1666 618 -3 -42 6 0
HH0634-rgb_2017_2_22_21_15_0 1940 1613 570 1704 663 93 91 1658 616 -2 -49 1 0
HH0634-rgb_2017_2_22_21_15_0 1945 1609 569 1700 665 96 91 1654 617 -1 -45 2 0
HH0634-rgb_2017_2_22_21_15_0 1950 1606 574 1697 663 89 91 1651 618 0 -51 2 0
HH0634-rgb_2017_2_22_21_15_0 1955 1612 575 1701 666 91 89 1656 620 -1 -50 5 0
HH0634-rgb_2017_2_22_21_15_0 1960 1625 581 1713 672 91 88 1669 626 0 -42 3 0
HH0634-rgb_2017_2_22_21_15_0 1965 1619 574 1710 663 89 91 1664 618 -3 -39 6 0
HH0634-rgb_2017_2_22_21_15_0 1970 1619 582 1717 676 94 98 1668 629 -3 -37 6 0
HH0634-rgb_2017_2_22_21_15_0 1975 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1980 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 1985 1656 603 1742 690 87 86 1699 646 0 -39 14 0
HH0634-rgb_2017_2_22_21_15_0 1990 1650 597 1750 699 102 100 1700 648 -6 -26 12 0
HH0634-rgb_2017_2_22_21_15_0 1995 1651 589 1738 675 86 87 1694 632 -4 -28 8 0
HH0634-rgb_2017_2_22_21_15_0 2000 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2005 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2010 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2015 1591 576 1682 666 90 91 1636 621 -1 -42 5 0
HH0634-rgb_2017_2_22_21_15_0 2020 1593 582 1667 659 77 74 1630 620 -2 -47 -7 0
HH0634-rgb_2017_2_22_21_15_0 2025 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2030 1598 584 1687 672 88 89 1642 628 -4 -38 -9 0
HH0634-rgb_2017_2_22_21_15_0 2035 1619 586 1708 675 89 89 1663 630 -1 -50 1 0
HH0634-rgb_2017_2_22_21_15_0 2040 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2045 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2050 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2055 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2060 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2065 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2070 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2075 1589 592 1675 680 88 86 1632 636 -8 -40 9 0
HH0634-rgb_2017_2_22_21_15_0 2080 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2085 1530 559 1607 660 101 77 1568 609 4 -13 -23 0
HH0634-rgb_2017_2_22_21_15_0 2090 1428 562 1516 655 93 88 1472 608 -6 -40 -6 0
HH0634-rgb_2017_2_22_21_15_0 2095 1427 525 1528 630 105 101 1477 577 1 -38 -14 0
HH0634-rgb_2017_2_22_21_15_0 2100 1350 499 1458 611 112 108 1404 555 -5 -22 5 0
HH0634-rgb_2017_2_22_21_15_0 2145 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2150 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2155 1285 373 1481 560 187 196 1383 466 -5 -26 8 0
HH0634-rgb_2017_2_22_21_15_0 2160 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2165 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2170 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2175 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2180 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2185 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2190 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2200 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2205 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2210 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2215 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2220 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2225 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2230 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2240 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2245 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2250 NA NA NA NA NA NA NA NA NA NA NA 0
HH0634-rgb_2017_2_22_21_15_0 2255 1493 405 1600 515 110 107 1546 460 4 -4 0 0
HH0634-rgb_2017_2_22_21_15_0 2260 1406 386 1528 506 120 122 1467 446 -12 -15 2 0
HH0634-rgb_2017_2_22_21_15_0 2265 1454 273 1606 429 156 152 1530 351 -6 -37 42 0
HH0634-rgb_2017_2_22_21_15_0 2270 1477 171 1680 367 196 203 1578 269 2 -34 35 0
HH0634-rgb_2017_2_22_21_15_0 2550 1097 735 1155 797 62 58 1126 766 10 21 9 1
HH0634-rgb_2017_2_22_21_15_0 2555 1101 734 1155 796 62 54 1128 765 9 18 9 1
HH0634-rgb_2017_2_22_21_15_0 2560 1098 735 1152 792 57 54 1125 763 10 19 4 1
HH0634-rgb_2017_2_22_21_15_0 2565 1097 736 1151 793 57 54 1124 764 9 19 4 1
HH0634-rgb_2017_2_22_21_15_0 2570 1096 736 1152 793 57 56 1124 764 9 20 5 1
HH0634-rgb_2017_2_22_21_15_0 2575 1096 735 1149 790 55 53 1122 762 2 21 5 1
HH0634-rgb_2017_2_22_21_15_0 2580 1091 735 1144 789 54 53 1117 762 3 19 3 1
HH0634-rgb_2017_2_22_21_15_0 2585 1095 736 1151 792 56 56 1123 764 3 23 5 1
HH0634-rgb_2017_2_22_21_15_0 2590 1095 735 1151 791 56 56 1123 763 3 26 8 1
HH0634-rgb_2017_2_22_21_15_0 2595 1095 735 1149 791 56 54 1122 763 4 22 6 1
HH0634-rgb_2017_2_22_21_15_0 2600 1095 735 1149 791 56 54 1122 763 2 25 6 1
HH0634-rgb_2017_2_22_21_15_0 2605 1096 735 1149 792 57 53 1122 763 2 27 8 1
HH0634-rgb_2017_2_22_21_15_0 2610 1095 736 1149 791 55 54 1122 763 3 26 8 1
HH0634-rgb_2017_2_22_21_15_0 2615 1095 735 1149 790 55 54 1122 762 3 24 7 1
HH0634-rgb_2017_2_22_21_15_0 2620 1092 735 1145 789 54 53 1118 762 2 24 3 1
HH0634-rgb_2017_2_22_21_15_0 2625 1095 735 1149 791 56 54 1122 763 2 27 8 1
HH0634-rgb_2017_2_22_21_15_0 2630 1091 736 1145 792 56 54 1118 764 1 21 3 1
HH0634-rgb_2017_2_22_21_15_0 2635 1095 734 1149 791 57 54 1122 762 3 25 6 1
HH0634-rgb_2017_2_22_21_15_0 2640 1092 736 1145 790 54 53 1118 763 2 19 3 1
HH0634-rgb_2017_2_22_21_15_0 2645 1095 735 1149 790 55 54 1122 762 3 23 7 1
HH0634-rgb_2017_2_22_21_15_0 2650 1103 737 1156 795 58 53 1129 766 13 26 -5 1
HH0634-rgb_2017_2_22_21_15_0 2655 1114 740 1168 797 57 54 1141 768 35 2 -36 1
HH0634-rgb_2017_2_22_21_15_0 2660 1109 741 1169 799 58 60 1139 770 30 20 -26 1
HH0634-rgb_2017_2_22_21_15_0 2665 1081 737 1146 797 60 65 1113 767 -4 7 0 1
HH0634-rgb_2017_2_22_21_15_0 2670 1083 742 1149 806 64 66 1116 774 -13 0 0 2
HH0634-rgb_2017_2_22_21_15_0 2675 1086 740 1152 805 65 66 1119 772 -3 0 -2 2
HH0634-rgb_2017_2_22_21_15_0 2680 1090 738 1151 798 60 61 1120 768 6 7 -4 1
HH0634-rgb_2017_2_22_21_15_0 2685 1087 735 1147 795 60 60 1117 765 0 13 -3 2
HH0634-rgb_2017_2_22_21_15_0 2690 1086 738 1146 796 58 60 1116 767 -2 7 -1 2
HH0634-rgb_2017_2_22_21_15_0 2695 1085 738 1148 798 60 63 1116 768 -1 3 0 2
HH0634-rgb_2017_2_22_21_15_0 2700 1085 739 1146 799 60 61 1115 769 -2 6 -1 2
HH0634-rgb_2017_2_22_21_15_0 2705 1085 738 1148 800 62 63 1116 769 -1 5 0 2
HH0634-rgb_2017_2_22_21_15_0 2710 1083 738 1148 800 62 65 1115 769 -1 5 1 2
HH0634-rgb_2017_2_22_21_15_0 2715 1085 738 1148 800 62 63 1116 769 -1 5 1 2
HH0634-rgb_2017_2_22_21_15_0 2720 1085 738 1148 800 62 63 1116 769 -1 4 0 2
HH0634-rgb_2017_2_22_21_15_0 2725 1085 739 1148 801 62 63 1116 770 -1 3 0 2
HH0634-rgb_2017_2_22_21_15_0 2730 1085 739 1146 801 62 61 1115 770 -2 4 1 2
HH0634-rgb_2017_2_22_21_15_0 2735 1084 739 1147 801 62 63 1115 770 -4 2 1 2
HH0634-rgb_2017_2_22_21_15_0 2740 1079 738 1140 800 62 61 1109 769 -3 2 8 2
HH0634-rgb_2017_2_22_21_15_0 2745 1075 748 1131 808 60 56 1103 778 -7 -14 48 2
HH0634-rgb_2017_2_22_21_15_0 2750 1075 748 1138 808 60 63 1106 778 -3 -7 22 2
HH0634-rgb_2017_2_22_21_15_0 2755 1079 746 1144 806 60 65 1111 776 9 -2 9 2
HH0634-rgb_2017_2_22_21_15_0 2760 1085 748 1150 810 62 65 1117 779 10 -1 2 2
HH0634-rgb_2017_2_22_21_15_0 2765 1087 751 1150 813 62 63 1118 782 12 -4 -2 2
HH0634-rgb_2017_2_22_21_15_0 2770 1093 741 1152 813 72 59 1122 777 16 -1 4 2
HH0634-rgb_2017_2_22_21_15_0 2775 1085 735 1146 793 58 61 1115 764 5 9 0 2
HH0634-rgb_2017_2_22_21_15_0 2780 1084 735 1147 797 62 63 1115 766 2 7 -2 2
HH0634-rgb_2017_2_22_21_15_0 2785 1085 739 1145 797 58 60 1115 768 2 6 -5 2
HH0634-rgb_2017_2_22_21_15_0 2790 1084 737 1147 799 62 63 1115 768 2 5 -4 2
HH0634-rgb_2017_2_22_21_15_0 2795 1085 737 1148 799 62 63 1116 768 3 6 -4 2
HH0634-rgb_2017_2_22_21_15_0 2800 1083 737 1148 799 62 65 1115 768 1 7 -4 2
HH0634-rgb_2017_2_22_21_15_0 2805 1083 737 1148 799 62 65 1115 768 2 7 -5 2
HH0634-rgb_2017_2_22_21_15_0 2810 1085 737 1148 799 62 63 1116 768 2 8 -4 2
HH0634-rgb_2017_2_22_21_15_0 2815 1085 737 1148 799 62 63 1116 768 2 4 -3 2
HH0634-rgb_2017_2_22_21_15_0 2820 1083 737 1149 800 63 66 1116 768 2 6 -4 2
HH0634-rgb_2017_2_22_21_15_0 2825 1087 740 1148 800 60 61 1117 770 4 6 -7 2
HH0634-rgb_2017_2_22_21_15_0 2830 1084 737 1149 799 62 65 1116 768 4 5 -4 2
HH0634-rgb_2017_2_22_21_15_0 2835 1084 737 1149 799 62 65 1116 768 2 6 -5 2
HH0634-rgb_2017_2_22_21_15_0 2840 1084 737 1149 799 62 65 1116 768 3 6 -4 2
HH0634-rgb_2017_2_22_21_15_0 2845 1085 738 1146 798 60 61 1115 768 2 6 -6 2
HH0634-rgb_2017_2_22_21_15_0 2850 1085 739 1146 797 58 61 1115 768 2 8 -7 2
HH0634-rgb_2017_2_22_21_15_0 2855 1085 738 1148 798 60 63 1116 768 3 6 -5 2
HH0634-rgb_2017_2_22_21_15_0 2860 1085 737 1148 799 62 63 1116 768 3 8 -5 2
HH0634-rgb_2017_2_22_21_15_0 2865 1085 737 1148 800 63 63 1116 768 6 4 -2 2
HH0634-rgb_2017_2_22_21_15_0 2870 1083 738 1148 800 62 65 1115 769 3 4 -3 2
HH0634-rgb_2017_2_22_21_15_0 2875 1084 740 1147 800 60 63 1115 770 4 4 -4 2
HH0634-rgb_2017_2_22_21_15_0 2880 1084 738 1147 800 62 63 1115 769 4 3 -1 2
HH0634-rgb_2017_2_22_21_15_0 2885 1084 739 1147 799 60 63 1115 769 3 6 -4 2
HH0634-rgb_2017_2_22_21_15_0 2890 1085 739 1146 799 60 61 1115 769 4 2 -4 2
HH0634-rgb_2017_2_22_21_15_0 2895 1086 738 1145 800 62 59 1115 769 5 7 -6 2
HH0634-rgb_2017_2_22_21_15_0 2900 1083 736 1143 794 58 60 1113 765 2 15 -9 2
HH0634-rgb_2017_2_22_21_15_0 2905 1083 737 1144 797 60 61 1113 767 2 10 -7 2
HH0634-rgb_2017_2_22_21_15_0 2910 1079 740 1139 802 62 60 1109 771 8 1 28 2
HH0634-rgb_2017_2_22_21_15_0 2915 1081 740 1139 804 64 58 1110 772 0 0 -24 2
HH0634-rgb_2017_2_22_21_15_0 2920 1076 743 1136 805 62 60 1106 774 5 -5 34 2
HH0634-rgb_2017_2_22_21_15_0 2925 1075 737 1128 795 58 53 1101 766 -11 12 34 2
HH0634-rgb_2017_2_22_21_15_0 2930 1079 737 1137 795 58 58 1108 766 -12 20 -7 2
HH0634-rgb_2017_2_22_21_15_0 2935 1091 739 1145 802 63 54 1118 770 -12 9 -23 2
HH0634-rgb_2017_2_22_21_15_0 2940 1090 736 1146 800 64 56 1118 768 -7 7 -32 2
HH0634-rgb_2017_2_22_21_15_0 2945 1083 734 1144 799 65 61 1113 766 -3 7 -10 2
HH0634-rgb_2017_2_22_21_15_0 2950 1082 737 1143 797 60 61 1112 767 0 7 1 2
HH0634-rgb_2017_2_22_21_15_0 2955 1082 737 1145 795 58 63 1113 766 1 4 2 2
HH0634-rgb_2017_2_22_21_15_0 2960 1080 738 1145 798 60 65 1112 768 0 3 0 2
HH0634-rgb_2017_2_22_21_15_0 2965 1084 740 1145 800 60 61 1114 770 1 1 1 2
HH0634-rgb_2017_2_22_21_15_0 2970 1080 738 1146 800 62 66 1113 769 2 1 1 2
HH0634-rgb_2017_2_22_21_15_0 2975 1082 738 1145 800 62 63 1113 769 3 3 2 2
HH0634-rgb_2017_2_22_21_15_0 2980 1081 738 1146 800 62 65 1113 769 3 3 0 2
HH0634-rgb_2017_2_22_21_15_0 2985 1084 740 1145 800 60 61 1114 770 2 3 1 2
HH0634-rgb_2017_2_22_21_15_0 2990 1082 738 1145 800 62 63 1113 769 2 4 0 2
HH0634-rgb_2017_2_22_21_15_0 2995 1082 738 1145 800 62 63 1113 769 2 4 0 2
HH0634-rgb_2017_2_22_21_15_0 3000 1087 740 1152 803 63 65 1119 771 12 3 7 2
HH0634-rgb_2017_2_22_21_15_0 3005 1091 743 1152 805 62 61 1121 774 12 -1 -1 2
HH0634-rgb_2017_2_22_21_15_0 3010 1076 744 1137 807 63 61 1106 775 5 -4 38 2
HH0634-rgb_2017_2_22_21_15_0 3015 1070 742 1128 805 63 58 1099 773 -1 -13 57 2
HH0634-rgb_2017_2_22_21_15_0 3020 1080 739 1134 804 65 54 1107 771 5 1 33 2
HH0634-rgb_2017_2_22_21_15_0 3025 1082 739 1141 802 63 59 1111 770 13 0 20 2
HH0634-rgb_2017_2_22_21_15_0 3030 1077 736 1130 798 62 53 1103 767 4 10 49 2
HH0634-rgb_2017_2_22_21_15_0 3035 1074 735 1134 793 58 60 1104 764 -22 28 -7 2
HH0634-rgb_2017_2_22_21_15_0 3040 1079 738 1140 798 60 61 1109 768 2 5 0 2
HH0634-rgb_2017_2_22_21_15_0 3045 1083 738 1146 798 60 63 1114 768 10 8 0 2
HH0634-rgb_2017_2_22_21_15_0 3050 1080 737 1146 800 63 66 1113 768 10 4 2 2
HH0634-rgb_2017_2_22_21_15_0 3055 1080 740 1145 800 60 65 1112 770 8 5 3 2
HH0634-rgb_2017_2_22_21_15_0 3060 1079 739 1142 799 60 63 1110 769 6 4 2 2
HH0634-rgb_2017_2_22_21_15_0 3065 1077 739 1143 799 60 66 1110 769 5 3 2 2
HH0634-rgb_2017_2_22_21_15_0 3070 1077 738 1143 800 62 66 1110 769 6 1 3 2
HH0634-rgb_2017_2_22_21_15_0 3075 1078 738 1143 800 62 65 1110 769 8 3 3 2
HH0634-rgb_2017_2_22_21_15_0 3080 1078 740 1143 800 60 65 1110 770 7 3 3 2
HH0634-rgb_2017_2_22_21_15_0 3085 1075 738 1138 796 58 63 1106 767 -5 14 8 2
HH0634-rgb_2017_2_22_21_15_0 3090 1075 737 1138 795 58 63 1106 766 -11 18 -1 2
HH0634-rgb_2017_2_22_21_15_0 3095 1074 735 1134 798 63 60 1104 766 -19 22 -7 2
HH0634-rgb_2017_2_22_21_15_0 3100 1072 739 1132 799 60 60 1102 769 -21 20 -9 2
HH0634-rgb_2017_2_22_21_15_0 3105 1073 736 1133 796 60 60 1103 766 -22 19 -10 2
HH0634-rgb_2017_2_22_21_15_0 3110 1074 735 1132 797 62 58 1103 766 -21 18 -11 2
HH0634-rgb_2017_2_22_21_15_0 3115 1078 737 1139 799 62 61 1108 768 -4 6 -2 2
HH0634-rgb_2017_2_22_21_15_0 3120 1077 738 1142 801 63 65 1109 769 2 4 -2 2
HH0634-rgb_2017_2_22_21_15_0 3125 1078 739 1143 802 63 65 1110 770 5 2 -4 2
HH0634-rgb_2017_2_22_21_15_0 3130 1077 738 1142 801 63 65 1109 769 3 4 -2 2
HH0634-rgb_2017_2_22_21_15_0 3135 1079 738 1142 801 63 63 1110 769 3 3 -1 2
HH0634-rgb_2017_2_22_21_15_0 3140 1079 738 1142 801 63 63 1110 769 3 4 -1 2
HH0634-rgb_2017_2_22_21_15_0 3145 1079 738 1142 801 63 63 1110 769 3 5 -4 2
HH0634-rgb_2017_2_22_21_15_0 3150 1080 737 1145 801 64 65 1112 769 5 5 -1 2
HH0634-rgb_2017_2_22_21_15_0 3155 1082 737 1149 802 65 67 1115 769 8 8 -5 2
HH0634-rgb_2017_2_22_21_15_0 3160 1085 732 1150 806 74 65 1117 769 10 9 -3 2
HH0634-rgb_2017_2_22_21_15_0 3165 1087 732 1150 807 75 63 1118 769 7 8 -4 2
HH0634-rgb_2017_2_22_21_15_0 3170 1087 732 1152 806 74 65 1119 769 9 10 -2 2
HH0634-rgb_2017_2_22_21_15_0 3175 1086 738 1152 802 64 66 1119 770 9 12 -3 2
HH0634-rgb_2017_2_22_21_15_0 3180 1090 734 1155 806 72 65 1122 770 11 13 -1 2
