subdir frame_num face_startX face_startY face_endX face_endY face_height face_width face_x_center face_y_center yaw pitch roll raw_yaw raw_pitch raw_roll predicted_label attention_label
HH0647-rgb_2017_2_6_21_0_0 595 789.0 714.0 845.0 777.0 63.0 56.0 817.0 745.0 -3.0 9.0 13.0 -3.0 9.0 13.0 1 1
HH0647-rgb_2017_2_6_21_0_0 595 887.0 922.0 1017.0 1080.0 158.0 130.0 952.0 1001.0 9.0 -13.0 63.0 9.0 -13.0 63.0 2 0
HH0647-rgb_2017_2_6_21_0_0 595 1340.0 743.0 1396.0 801.0 58.0 56.0 1368.0 772.0 22.0 -12.0 22.0 22.0 -12.0 22.0 0 1
HH0647-rgb_2017_2_6_21_0_0 600 788.0 726.0 842.0 788.0 62.0 54.0 815.0 757.0 -10.0 -5.0 18.0 -10.0 -5.0 18.0 0 1
HH0647-rgb_2017_2_6_21_0_0 600 868.0 932.0 1005.0 1080.0 148.0 137.0 936.0 1006.0 -2.0 -19.0 70.0 -2.0 -19.0 70.0 0 0
HH0647-rgb_2017_2_6_21_0_0 600 1337.0 740.0 1397.0 802.0 62.0 60.0 1367.0 771.0 33.0 0.0 7.0 33.0 0.0 7.0 2 1
HH0647-rgb_2017_2_6_21_0_0 605 787.0 728.0 841.0 788.0 60.0 54.0 814.0 758.0 -10.0 -10.0 14.0 -10.0 -10.0 14.0 0 1
HH0647-rgb_2017_2_6_21_0_0 605 885.0 920.0 1029.0 1080.0 160.0 144.0 957.0 1000.0 1.0 -16.0 65.0 1.0 -16.0 65.0 0 0
HH0647-rgb_2017_2_6_21_0_0 605 1339.0 740.0 1397.0 798.0 58.0 58.0 1368.0 769.0 27.0 -5.0 28.0 27.0 -5.0 28.0 2 1
HH0647-rgb_2017_2_6_21_0_0 610 785.0 726.0 841.0 788.0 62.0 56.0 813.0 757.0 -12.0 -6.0 14.0 -12.0 -6.0 14.0 2 1
HH0647-rgb_2017_2_6_21_0_0 610 887.0 936.0 1043.0 1080.0 144.0 156.0 965.0 1008.0 5.0 -17.0 51.0 5.0 -17.0 51.0 0 0
HH0647-rgb_2017_2_6_21_0_0 610 1339.0 740.0 1397.0 800.0 60.0 58.0 1368.0 770.0 26.0 -11.0 21.0 26.0 -11.0 21.0 0 1
HH0647-rgb_2017_2_6_21_0_0 615 785.0 725.0 837.0 787.0 62.0 52.0 811.0 756.0 -10.0 -2.0 12.0 -10.0 -2.0 12.0 2 1
HH0647-rgb_2017_2_6_21_0_0 615 905.0 947.0 1052.0 1080.0 133.0 147.0 978.0 1013.0 4.0 -28.0 45.0 4.0 -28.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 615 1336.0 740.0 1396.0 798.0 58.0 60.0 1366.0 769.0 32.0 0.0 13.0 32.0 0.0 13.0 2 1
HH0647-rgb_2017_2_6_21_0_0 620 787.0 722.0 841.0 780.0 58.0 54.0 814.0 751.0 -9.0 5.0 10.0 -9.0 5.0 10.0 0 1
HH0647-rgb_2017_2_6_21_0_0 620 919.0 944.0 1069.0 1080.0 136.0 150.0 994.0 1012.0 6.0 -26.0 46.0 6.0 -26.0 46.0 0 0
HH0647-rgb_2017_2_6_21_0_0 620 1339.0 742.0 1397.0 802.0 60.0 58.0 1368.0 772.0 29.0 -9.0 24.0 29.0 -9.0 24.0 0 1
HH0647-rgb_2017_2_6_21_0_0 625 782.0 716.0 841.0 778.0 62.0 59.0 811.0 747.0 -12.0 7.0 23.0 -12.0 7.0 23.0 2 1
HH0647-rgb_2017_2_6_21_0_0 625 921.0 938.0 1075.0 1080.0 142.0 154.0 998.0 1009.0 11.0 -22.0 43.0 11.0 -22.0 43.0 0 0
HH0647-rgb_2017_2_6_21_0_0 625 1338.0 739.0 1397.0 797.0 58.0 59.0 1367.0 768.0 30.0 -3.0 7.0 30.0 -3.0 7.0 0 1
HH0647-rgb_2017_2_6_21_0_0 630 790.0 712.0 844.0 774.0 62.0 54.0 817.0 743.0 -6.0 8.0 20.0 -6.0 8.0 20.0 1 1
HH0647-rgb_2017_2_6_21_0_0 630 923.0 937.0 1077.0 1080.0 143.0 154.0 1000.0 1008.0 11.0 -21.0 44.0 11.0 -21.0 44.0 0 0
HH0647-rgb_2017_2_6_21_0_0 630 1337.0 741.0 1397.0 799.0 58.0 60.0 1367.0 770.0 27.0 0.0 28.0 27.0 0.0 28.0 2 1
HH0647-rgb_2017_2_6_21_0_0 635 786.0 713.0 844.0 776.0 63.0 58.0 815.0 744.0 -6.0 5.0 17.0 -6.0 5.0 17.0 0 1
HH0647-rgb_2017_2_6_21_0_0 635 925.0 938.0 1075.0 1080.0 142.0 150.0 1000.0 1009.0 12.0 -21.0 44.0 12.0 -21.0 44.0 0 0
HH0647-rgb_2017_2_6_21_0_0 635 1335.0 741.0 1398.0 801.0 60.0 63.0 1366.0 771.0 27.0 -4.0 11.0 27.0 -4.0 11.0 2 1
HH0647-rgb_2017_2_6_21_0_0 640 788.0 714.0 847.0 776.0 62.0 59.0 817.0 745.0 -1.0 17.0 13.0 -1.0 17.0 13.0 1 1
HH0647-rgb_2017_2_6_21_0_0 640 927.0 930.0 1079.0 1080.0 150.0 152.0 1003.0 1005.0 12.0 -18.0 45.0 12.0 -18.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 640 1335.0 740.0 1396.0 800.0 60.0 61.0 1365.0 770.0 31.0 -17.0 20.0 31.0 -17.0 20.0 2 1
HH0647-rgb_2017_2_6_21_0_0 645 792.0 716.0 848.0 778.0 62.0 56.0 820.0 747.0 -3.0 10.0 5.0 -3.0 10.0 5.0 1 1
HH0647-rgb_2017_2_6_21_0_0 645 927.0 932.0 1079.0 1080.0 148.0 152.0 1003.0 1006.0 8.0 -23.0 47.0 8.0 -23.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 645 1337.0 743.0 1396.0 801.0 58.0 59.0 1366.0 772.0 35.0 -1.0 16.0 35.0 -1.0 16.0 0 1
HH0647-rgb_2017_2_6_21_0_0 650 794.0 717.0 850.0 779.0 62.0 56.0 822.0 748.0 -3.0 6.0 6.0 -3.0 6.0 6.0 1 1
HH0647-rgb_2017_2_6_21_0_0 650 924.0 933.0 1080.0 1080.0 147.0 156.0 1002.0 1006.0 11.0 -21.0 45.0 11.0 -21.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 650 1338.0 740.0 1396.0 798.0 58.0 58.0 1367.0 769.0 29.0 -3.0 36.0 29.0 -3.0 36.0 0 1
HH0647-rgb_2017_2_6_21_0_0 655 790.0 716.0 849.0 778.0 62.0 59.0 819.0 747.0 -3.0 11.0 9.0 -3.0 11.0 9.0 1 1
HH0647-rgb_2017_2_6_21_0_0 655 895.0 929.0 1042.0 1080.0 151.0 147.0 968.0 1004.0 13.0 -17.0 56.0 13.0 -17.0 56.0 0 0
HH0647-rgb_2017_2_6_21_0_0 655 1335.0 741.0 1398.0 801.0 60.0 63.0 1366.0 771.0 29.0 -4.0 12.0 29.0 -4.0 12.0 2 1
HH0647-rgb_2017_2_6_21_0_0 660 791.0 716.0 850.0 776.0 60.0 59.0 820.0 746.0 0.0 13.0 8.0 0.0 13.0 8.0 1 1
HH0647-rgb_2017_2_6_21_0_0 660 898.0 923.0 1038.0 1080.0 157.0 140.0 968.0 1001.0 18.0 -12.0 69.0 18.0 -12.0 69.0 0 0
HH0647-rgb_2017_2_6_21_0_0 660 1338.0 743.0 1396.0 801.0 58.0 58.0 1367.0 772.0 24.0 -22.0 31.0 24.0 -22.0 31.0 0 1
HH0647-rgb_2017_2_6_21_0_0 665 790.0 717.0 849.0 777.0 60.0 59.0 819.0 747.0 -2.0 4.0 2.0 -2.0 4.0 2.0 1 1
HH0647-rgb_2017_2_6_21_0_0 665 1338.0 740.0 1397.0 798.0 58.0 59.0 1367.0 769.0 30.0 1.0 11.0 30.0 1.0 11.0 0 1
HH0647-rgb_2017_2_6_21_0_0 670 792.0 716.0 848.0 778.0 62.0 56.0 820.0 747.0 -2.0 12.0 8.0 -2.0 12.0 8.0 1 1
HH0647-rgb_2017_2_6_21_0_0 670 1339.0 740.0 1397.0 798.0 58.0 58.0 1368.0 769.0 27.0 -2.0 9.0 27.0 -2.0 9.0 0 1
HH0647-rgb_2017_2_6_21_0_0 675 794.0 716.0 850.0 776.0 60.0 56.0 822.0 746.0 -2.0 9.0 9.0 -2.0 9.0 9.0 1 1
HH0647-rgb_2017_2_6_21_0_0 675 913.0 930.0 1055.0 1080.0 150.0 142.0 984.0 1005.0 17.0 -14.0 54.0 17.0 -14.0 54.0 0 0
HH0647-rgb_2017_2_6_21_0_0 675 1335.0 741.0 1396.0 799.0 58.0 61.0 1365.0 770.0 28.0 -5.0 7.0 28.0 -5.0 7.0 1 1
HH0647-rgb_2017_2_6_21_0_0 680 791.0 715.0 850.0 777.0 62.0 59.0 820.0 746.0 0.0 12.0 7.0 0.0 12.0 7.0 1 1
HH0647-rgb_2017_2_6_21_0_0 680 930.0 926.0 1086.0 1080.0 154.0 156.0 1008.0 1003.0 12.0 -17.0 49.0 12.0 -17.0 49.0 0 0
HH0647-rgb_2017_2_6_21_0_0 680 1337.0 739.0 1396.0 801.0 62.0 59.0 1366.0 770.0 29.0 -3.0 9.0 29.0 -3.0 9.0 2 1
HH0647-rgb_2017_2_6_21_0_0 685 794.0 716.0 850.0 778.0 62.0 56.0 822.0 747.0 0.0 12.0 11.0 0.0 12.0 11.0 1 1
HH0647-rgb_2017_2_6_21_0_0 685 944.0 924.0 1089.0 1080.0 156.0 145.0 1016.0 1002.0 11.0 -15.0 47.0 11.0 -15.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 685 1339.0 743.0 1397.0 803.0 60.0 58.0 1368.0 773.0 28.0 -13.0 32.0 28.0 -13.0 32.0 2 1
HH0647-rgb_2017_2_6_21_0_0 690 794.0 716.0 850.0 778.0 62.0 56.0 822.0 747.0 -1.0 10.0 9.0 -1.0 10.0 9.0 1 1
HH0647-rgb_2017_2_6_21_0_0 690 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_6_21_0_0 690 1337.0 743.0 1396.0 803.0 60.0 59.0 1366.0 773.0 30.0 1.0 3.0 30.0 1.0 3.0 0 1
HH0647-rgb_2017_2_6_21_0_0 695 808.0 721.0 860.0 781.0 60.0 52.0 834.0 751.0 -15.0 -2.0 -33.0 -15.0 -2.0 -33.0 0 1
HH0647-rgb_2017_2_6_21_0_0 695 935.0 919.0 1092.0 1080.0 161.0 157.0 1013.0 999.0 11.0 -13.0 45.0 11.0 -13.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 695 1336.0 740.0 1397.0 800.0 60.0 61.0 1366.0 770.0 28.0 -5.0 15.0 28.0 -5.0 15.0 0 1
HH0647-rgb_2017_2_6_21_0_0 700 819.0 722.0 872.0 782.0 60.0 53.0 845.0 752.0 1.0 -15.0 -33.0 1.0 -15.0 -33.0 0 1
HH0647-rgb_2017_2_6_21_0_0 700 931.0 929.0 1082.0 1080.0 151.0 151.0 1006.0 1004.0 4.0 -25.0 43.0 4.0 -25.0 43.0 0 0
HH0647-rgb_2017_2_6_21_0_0 700 1336.0 739.0 1397.0 801.0 62.0 61.0 1366.0 770.0 34.0 -2.0 17.0 34.0 -2.0 17.0 2 1
HH0647-rgb_2017_2_6_21_0_0 705 838.0 724.0 887.0 782.0 58.0 49.0 862.0 753.0 0.0 -8.0 -74.0 0.0 -8.0 -74.0 0 1
HH0647-rgb_2017_2_6_21_0_0 705 937.0 936.0 1086.0 1080.0 144.0 149.0 1011.0 1008.0 3.0 -24.0 37.0 3.0 -24.0 37.0 0 0
HH0647-rgb_2017_2_6_21_0_0 705 1338.0 740.0 1396.0 797.0 57.0 58.0 1367.0 768.0 30.0 -1.0 11.0 30.0 -1.0 11.0 0 1
HH0647-rgb_2017_2_6_21_0_0 710 854.0 731.0 905.0 788.0 57.0 51.0 879.0 759.0 7.0 -8.0 -69.0 7.0 -8.0 -69.0 0 1
HH0647-rgb_2017_2_6_21_0_0 710 934.0 938.0 1083.0 1080.0 142.0 149.0 1008.0 1009.0 0.0 -28.0 34.0 0.0 -28.0 34.0 0 0
HH0647-rgb_2017_2_6_21_0_0 710 1339.0 740.0 1397.0 798.0 58.0 58.0 1368.0 769.0 25.0 -8.0 37.0 25.0 -8.0 37.0 0 1
HH0647-rgb_2017_2_6_21_0_0 715 871.0 734.0 918.0 790.0 56.0 47.0 894.0 762.0 14.0 -13.0 -40.0 14.0 -13.0 -40.0 0 1
HH0647-rgb_2017_2_6_21_0_0 715 936.0 926.0 1090.0 1080.0 154.0 154.0 1013.0 1003.0 5.0 -21.0 36.0 5.0 -21.0 36.0 0 0
HH0647-rgb_2017_2_6_21_0_0 715 1336.0 741.0 1397.0 799.0 58.0 61.0 1366.0 770.0 29.0 -4.0 23.0 29.0 -4.0 23.0 1 1
HH0647-rgb_2017_2_6_21_0_0 720 883.0 734.0 929.0 789.0 55.0 46.0 906.0 761.0 24.0 -9.0 -76.0 24.0 -9.0 -76.0 0 1
HH0647-rgb_2017_2_6_21_0_0 720 934.0 916.0 1083.0 1080.0 164.0 149.0 1008.0 998.0 17.0 -12.0 43.0 17.0 -12.0 43.0 0 0
HH0647-rgb_2017_2_6_21_0_0 720 1336.0 741.0 1397.0 799.0 58.0 61.0 1366.0 770.0 32.0 -6.0 32.0 32.0 -6.0 32.0 2 1
HH0647-rgb_2017_2_6_21_0_0 725 888.0 742.0 937.0 795.0 53.0 49.0 912.0 768.0 -7.0 -21.0 55.0 -7.0 -21.0 55.0 0 1
HH0647-rgb_2017_2_6_21_0_0 725 935.0 923.0 1087.0 1080.0 157.0 152.0 1011.0 1001.0 17.0 -10.0 43.0 17.0 -10.0 43.0 0 0
HH0647-rgb_2017_2_6_21_0_0 725 1340.0 740.0 1398.0 800.0 60.0 58.0 1369.0 770.0 17.0 -19.0 29.0 17.0 -19.0 29.0 0 1
HH0647-rgb_2017_2_6_21_0_0 730 887.0 742.0 940.0 795.0 53.0 53.0 913.0 768.0 -2.0 -7.0 45.0 -2.0 -7.0 45.0 0 1
HH0647-rgb_2017_2_6_21_0_0 730 939.0 924.0 1088.0 1080.0 156.0 149.0 1013.0 1002.0 13.0 -14.0 47.0 13.0 -14.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 730 1336.0 741.0 1396.0 801.0 60.0 60.0 1366.0 771.0 33.0 -3.0 12.0 33.0 -3.0 12.0 0 1
HH0647-rgb_2017_2_6_21_0_0 735 892.0 744.0 939.0 796.0 52.0 47.0 915.0 770.0 1.0 -16.0 30.0 1.0 -16.0 30.0 0 1
HH0647-rgb_2017_2_6_21_0_0 735 931.0 921.0 1081.0 1080.0 159.0 150.0 1006.0 1000.0 17.0 -9.0 42.0 17.0 -9.0 42.0 0 0
HH0647-rgb_2017_2_6_21_0_0 735 1339.0 741.0 1397.0 799.0 58.0 58.0 1368.0 770.0 28.0 -2.0 16.0 28.0 -2.0 16.0 0 1
HH0647-rgb_2017_2_6_21_0_0 740 890.0 741.0 937.0 794.0 53.0 47.0 913.0 767.0 6.0 -6.0 8.0 6.0 -6.0 8.0 0 1
HH0647-rgb_2017_2_6_21_0_0 740 928.0 920.0 1080.0 1080.0 160.0 152.0 1004.0 1000.0 14.0 -8.0 44.0 14.0 -8.0 44.0 0 0
HH0647-rgb_2017_2_6_21_0_0 740 1339.0 740.0 1397.0 798.0 58.0 58.0 1368.0 769.0 31.0 -2.0 27.0 31.0 -2.0 27.0 2 1
HH0647-rgb_2017_2_6_21_0_0 745 874.0 728.0 927.0 784.0 56.0 53.0 900.0 756.0 12.0 20.0 2.0 12.0 20.0 2.0 0 1
HH0647-rgb_2017_2_6_21_0_0 745 931.0 923.0 1083.0 1080.0 157.0 152.0 1007.0 1001.0 15.0 -14.0 45.0 15.0 -14.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 745 1336.0 741.0 1397.0 799.0 58.0 61.0 1366.0 770.0 32.0 -4.0 15.0 32.0 -4.0 15.0 0 1
HH0647-rgb_2017_2_6_21_0_0 750 892.0 743.0 938.0 794.0 51.0 46.0 915.0 768.0 -3.0 -13.0 36.0 -3.0 -13.0 36.0 0 1
HH0647-rgb_2017_2_6_21_0_0 750 936.0 924.0 1083.0 1080.0 156.0 147.0 1009.0 1002.0 13.0 -15.0 47.0 13.0 -15.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 750 1335.0 741.0 1396.0 801.0 60.0 61.0 1365.0 771.0 25.0 -11.0 25.0 25.0 -11.0 25.0 2 1
HH0647-rgb_2017_2_6_21_0_0 755 870.0 722.0 923.0 778.0 56.0 53.0 896.0 750.0 12.0 14.0 -3.0 12.0 14.0 -3.0 0 1
HH0647-rgb_2017_2_6_21_0_0 755 937.0 923.0 1081.0 1080.0 157.0 144.0 1009.0 1001.0 12.0 -15.0 47.0 12.0 -15.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 755 1337.0 741.0 1397.0 801.0 60.0 60.0 1367.0 771.0 28.0 -2.0 7.0 28.0 -2.0 7.0 2 1
HH0647-rgb_2017_2_6_21_0_0 760 816.0 713.0 874.0 771.0 58.0 58.0 845.0 742.0 0.0 11.0 -4.0 0.0 11.0 -4.0 0 1
HH0647-rgb_2017_2_6_21_0_0 760 928.0 922.0 1084.0 1080.0 158.0 156.0 1006.0 1001.0 13.0 -13.0 48.0 13.0 -13.0 48.0 0 0
HH0647-rgb_2017_2_6_21_0_0 760 1337.0 744.0 1396.0 804.0 60.0 59.0 1366.0 774.0 34.0 2.0 4.0 34.0 2.0 4.0 0 1
HH0647-rgb_2017_2_6_21_0_0 765 777.0 715.0 836.0 775.0 60.0 59.0 806.0 745.0 -1.0 -12.0 -39.0 -1.0 -12.0 -39.0 0 1
HH0647-rgb_2017_2_6_21_0_0 765 934.0 920.0 1088.0 1080.0 160.0 154.0 1011.0 1000.0 13.0 -12.0 47.0 13.0 -12.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 765 1338.0 743.0 1396.0 803.0 60.0 58.0 1367.0 773.0 31.0 0.0 1.0 31.0 0.0 1.0 0 1
HH0647-rgb_2017_2_6_21_0_0 770 765.0 717.0 824.0 779.0 62.0 59.0 794.0 748.0 -17.0 -19.0 5.0 -17.0 -19.0 5.0 2 1
HH0647-rgb_2017_2_6_21_0_0 770 930.0 924.0 1081.0 1080.0 156.0 151.0 1005.0 1002.0 14.0 -15.0 45.0 14.0 -15.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 770 1340.0 741.0 1398.0 799.0 58.0 58.0 1369.0 770.0 20.0 -16.0 11.0 20.0 -16.0 11.0 0 1
HH0647-rgb_2017_2_6_21_0_0 775 774.0 714.0 835.0 777.0 63.0 61.0 804.0 745.0 5.0 -18.0 -30.0 5.0 -18.0 -30.0 0 1
HH0647-rgb_2017_2_6_21_0_0 775 928.0 927.0 1085.0 1080.0 153.0 157.0 1006.0 1003.0 11.0 -18.0 49.0 11.0 -18.0 49.0 0 0
HH0647-rgb_2017_2_6_21_0_0 775 1339.0 740.0 1397.0 798.0 58.0 58.0 1368.0 769.0 26.0 -1.0 10.0 26.0 -1.0 10.0 0 1
HH0647-rgb_2017_2_6_21_0_0 780 778.0 714.0 834.0 776.0 62.0 56.0 806.0 745.0 -18.0 8.0 -1.0 -18.0 8.0 -1.0 2 1
HH0647-rgb_2017_2_6_21_0_0 780 926.0 926.0 1080.0 1080.0 154.0 154.0 1003.0 1003.0 12.0 -15.0 48.0 12.0 -15.0 48.0 0 0
HH0647-rgb_2017_2_6_21_0_0 780 1335.0 741.0 1396.0 801.0 60.0 61.0 1365.0 771.0 27.0 -1.0 15.0 27.0 -1.0 15.0 2 1
HH0647-rgb_2017_2_6_21_0_0 785 780.0 715.0 836.0 777.0 62.0 56.0 808.0 746.0 -7.0 5.0 -25.0 -7.0 5.0 -25.0 0 1
HH0647-rgb_2017_2_6_21_0_0 785 930.0 924.0 1084.0 1080.0 156.0 154.0 1007.0 1002.0 12.0 -15.0 48.0 12.0 -15.0 48.0 0 0
HH0647-rgb_2017_2_6_21_0_0 785 1338.0 741.0 1397.0 799.0 58.0 59.0 1367.0 770.0 30.0 0.0 8.0 30.0 0.0 8.0 0 1
HH0647-rgb_2017_2_6_21_0_0 790 782.0 717.0 836.0 777.0 60.0 54.0 809.0 747.0 -5.0 3.0 -13.0 -5.0 3.0 -13.0 0 1
HH0647-rgb_2017_2_6_21_0_0 790 930.0 924.0 1084.0 1080.0 156.0 154.0 1007.0 1002.0 11.0 -16.0 48.0 11.0 -16.0 48.0 0 0
HH0647-rgb_2017_2_6_21_0_0 790 1338.0 741.0 1396.0 798.0 57.0 58.0 1367.0 769.0 27.0 -1.0 3.0 27.0 -1.0 3.0 0 1
HH0647-rgb_2017_2_6_21_0_0 795 781.0 717.0 837.0 777.0 60.0 56.0 809.0 747.0 -1.0 5.0 -9.0 -1.0 5.0 -9.0 1 1
HH0647-rgb_2017_2_6_21_0_0 795 930.0 922.0 1084.0 1080.0 158.0 154.0 1007.0 1001.0 11.0 -14.0 49.0 11.0 -14.0 49.0 0 0
HH0647-rgb_2017_2_6_21_0_0 795 1339.0 740.0 1397.0 800.0 60.0 58.0 1368.0 770.0 27.0 -9.0 16.0 27.0 -9.0 16.0 0 1
HH0647-rgb_2017_2_6_21_0_0 800 778.0 716.0 836.0 778.0 62.0 58.0 807.0 747.0 -10.0 4.0 -11.0 -10.0 4.0 -11.0 0 1
HH0647-rgb_2017_2_6_21_0_0 800 930.0 923.0 1079.0 1080.0 157.0 149.0 1004.0 1001.0 12.0 -15.0 48.0 12.0 -15.0 48.0 0 0
HH0647-rgb_2017_2_6_21_0_0 800 1333.0 740.0 1392.0 798.0 58.0 59.0 1362.0 769.0 32.0 -10.0 14.0 32.0 -10.0 14.0 0 1
HH0647-rgb_2017_2_6_21_0_0 805 796.0 719.0 852.0 781.0 62.0 56.0 824.0 750.0 -17.0 -4.0 -39.0 -17.0 -4.0 -39.0 0 1
HH0647-rgb_2017_2_6_21_0_0 805 928.0 923.0 1078.0 1080.0 157.0 150.0 1003.0 1001.0 10.0 -10.0 46.0 10.0 -10.0 46.0 0 0
HH0647-rgb_2017_2_6_21_0_0 805 1338.0 740.0 1396.0 797.0 57.0 58.0 1367.0 768.0 23.0 -3.0 23.0 23.0 -3.0 23.0 2 1
HH0647-rgb_2017_2_6_21_0_0 810 817.0 721.0 875.0 779.0 58.0 58.0 846.0 750.0 7.0 -17.0 -9.0 7.0 -17.0 -9.0 0 1
HH0647-rgb_2017_2_6_21_0_0 810 926.0 922.0 1077.0 1080.0 158.0 151.0 1001.0 1001.0 14.0 -12.0 45.0 14.0 -12.0 45.0 0 0
HH0647-rgb_2017_2_6_21_0_0 810 1338.0 740.0 1397.0 797.0 57.0 59.0 1367.0 768.0 25.0 -5.0 18.0 25.0 -5.0 18.0 2 1
HH0647-rgb_2017_2_6_21_0_0 815 825.0 717.0 878.0 780.0 63.0 53.0 851.0 748.0 0.0 -1.0 -32.0 0.0 -1.0 -32.0 0 1
HH0647-rgb_2017_2_6_21_0_0 815 921.0 926.0 1078.0 1080.0 154.0 157.0 999.0 1003.0 10.0 -13.0 47.0 10.0 -13.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 815 1339.0 741.0 1397.0 798.0 57.0 58.0 1368.0 769.0 22.0 -4.0 19.0 22.0 -4.0 19.0 2 1
HH0647-rgb_2017_2_6_21_0_0 820 810.0 716.0 863.0 772.0 56.0 53.0 836.0 744.0 -1.0 10.0 -1.0 -1.0 10.0 -1.0 1 1
HH0647-rgb_2017_2_6_21_0_0 820 925.0 927.0 1075.0 1080.0 153.0 150.0 1000.0 1003.0 9.0 -18.0 47.0 9.0 -18.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 820 1336.0 744.0 1396.0 804.0 60.0 60.0 1366.0 774.0 28.0 -3.0 -2.0 28.0 -3.0 -2.0 2 1
HH0647-rgb_2017_2_6_21_0_0 825 796.0 724.0 849.0 781.0 57.0 53.0 822.0 752.0 -3.0 -3.0 -8.0 -3.0 -3.0 -8.0 0 1
HH0647-rgb_2017_2_6_21_0_0 825 918.0 936.0 1070.0 1080.0 144.0 152.0 994.0 1008.0 8.0 -22.0 46.0 8.0 -22.0 46.0 0 0
HH0647-rgb_2017_2_6_21_0_0 825 1336.0 740.0 1396.0 800.0 60.0 60.0 1366.0 770.0 29.0 -5.0 10.0 29.0 -5.0 10.0 0 1
HH0647-rgb_2017_2_6_21_0_0 830 772.0 731.0 828.0 793.0 62.0 56.0 800.0 762.0 -9.0 -9.0 4.0 -9.0 -9.0 4.0 2 1
HH0647-rgb_2017_2_6_21_0_0 830 919.0 929.0 1073.0 1080.0 151.0 154.0 996.0 1004.0 8.0 -19.0 47.0 8.0 -19.0 47.0 0 0
HH0647-rgb_2017_2_6_21_0_0 830 1337.0 742.0 1397.0 800.0 58.0 60.0 1367.0 771.0 28.0 0.0 5.0 28.0 0.0 5.0 2 1
HH0647-rgb_2017_2_6_21_0_0 835 776.0 725.0 832.0 788.0 63.0 56.0 804.0 756.0 -9.0 -5.0 4.0 -9.0 -5.0 4.0 0 1
HH0647-rgb_2017_2_6_21_0_0 835 926.0 899.0 1080.0 1069.0 170.0 154.0 1003.0 984.0 22.0 -3.0 49.0 22.0 -3.0 49.0 1 0
HH0647-rgb_2017_2_6_21_0_0 835 1335.0 741.0 1396.0 799.0 58.0 61.0 1365.0 770.0 31.0 -4.0 5.0 31.0 -4.0 5.0 1 1
HH0647-rgb_2017_2_6_21_0_0 840 779.0 725.0 832.0 787.0 62.0 53.0 805.0 756.0 -6.0 -7.0 1.0 -6.0 -7.0 1.0 0 1
HH0647-rgb_2017_2_6_21_0_0 840 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_6_21_0_0 840 1335.0 741.0 1395.0 803.0 62.0 60.0 1365.0 772.0 32.0 -11.0 13.0 32.0 -11.0 13.0 2 1
HH0647-rgb_2017_2_6_21_0_0 845 779.0 725.0 832.0 787.0 62.0 53.0 805.0 756.0 -11.0 -4.0 -1.0 -11.0 -4.0 -1.0 2 1
HH0647-rgb_2017_2_6_21_0_0 845 1333.0 740.0 1391.0 800.0 60.0 58.0 1362.0 770.0 38.0 -10.0 34.0 38.0 -10.0 34.0 2 1
HH0647-rgb_2017_2_6_21_0_0 850 782.0 724.0 835.0 787.0 63.0 53.0 808.0 755.0 -10.0 -6.0 5.0 -10.0 -6.0 5.0 0 1
HH0647-rgb_2017_2_6_21_0_0 850 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_6_21_0_0 850 1336.0 741.0 1394.0 803.0 62.0 58.0 1365.0 772.0 29.0 -15.0 43.0 29.0 -15.0 43.0 2 1
HH0647-rgb_2017_2_6_21_0_0 855 778.0 725.0 832.0 788.0 63.0 54.0 805.0 756.0 -10.0 -10.0 -4.0 -10.0 -10.0 -4.0 0 1
HH0647-rgb_2017_2_6_21_0_0 855 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_6_21_0_0 855 1335.0 740.0 1396.0 802.0 62.0 61.0 1365.0 771.0 32.0 -12.0 37.0 32.0 -12.0 37.0 2 1
HH0647-rgb_2017_2_6_21_0_0 860 781.0 726.0 835.0 788.0 62.0 54.0 808.0 757.0 -8.0 -6.0 0.0 -8.0 -6.0 0.0 0 1
HH0647-rgb_2017_2_6_21_0_0 860 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
HH0647-rgb_2017_2_6_21_0_0 860 1336.0 740.0 1396.0 802.0 62.0 60.0 1366.0 771.0 23.0 -19.0 44.0 23.0 -19.0 44.0 2 1
